assists_diff,assistsTurnoverRatio_diff,benchPoints_diff,biggestLead_diff,biggestScoringRun_diff,blocks_diff,blocksReceived_diff,fastBreakPointsAttempted_diff,fastBreakPointsMade_diff,fastBreakPointsPercentage_diff,fieldGoalsAttempted_diff,fieldGoalsEffectiveAdjusted_diff,fieldGoalsMade_diff,fieldGoalsPercentage_diff,foulsOffensive_diff,foulsDrawn_diff,foulsPersonal_diff,foulsTeam_diff,foulsTechnical_diff,foulsTeamTechnical_diff,freeThrowsAttempted_diff,freeThrowsMade_diff,freeThrowsPercentage_diff,leadChanges_diff,points_diff,pointsAgainst_diff,pointsFastBreak_diff,pointsFromTurnovers_diff,pointsInThePaint_diff,pointsInThePaintAttempted_diff,pointsInThePaintMade_diff,pointsInThePaintPercentage_diff,pointsSecondChance_diff,reboundsDefensive_diff,reboundsOffensive_diff,reboundsPersonal_diff,reboundsTeam_diff,reboundsTeamDefensive_diff,reboundsTeamOffensive_diff,reboundsTotal_diff,secondChancePointsAttempted_diff,secondChancePointsMade_diff,secondChancePointsPercentage_diff,steals_diff,threePointersAttempted_diff,threePointersMade_diff,threePointersPercentage_diff,timesTied_diff,trueShootingAttempts_diff,trueShootingPercentage_diff,turnovers_diff,turnoversTeam_diff,turnoversTotal_diff,twoPointersAttempted_diff,twoPointersMade_diff,twoPointersPercentage_diff,assists_ratio,assistsTurnoverRatio_ratio,benchPoints_ratio,biggestLead_ratio,biggestScoringRun_ratio,blocks_ratio,blocksReceived_ratio,fastBreakPointsAttempted_ratio,fastBreakPointsMade_ratio,fastBreakPointsPercentage_ratio,fieldGoalsAttempted_ratio,fieldGoalsEffectiveAdjusted_ratio,fieldGoalsMade_ratio,fieldGoalsPercentage_ratio,foulsOffensive_ratio,foulsDrawn_ratio,foulsPersonal_ratio,foulsTeam_ratio,foulsTechnical_ratio,foulsTeamTechnical_ratio,freeThrowsAttempted_ratio,freeThrowsMade_ratio,freeThrowsPercentage_ratio,leadChanges_ratio,points_ratio,pointsAgainst_ratio,pointsFastBreak_ratio,pointsFromTurnovers_ratio,pointsInThePaint_ratio,pointsInThePaintAttempted_ratio,pointsInThePaintMade_ratio,pointsInThePaintPercentage_ratio,pointsSecondChance_ratio,reboundsDefensive_ratio,reboundsOffensive_ratio,reboundsPersonal_ratio,reboundsTeam_ratio,reboundsTeamDefensive_ratio,reboundsTeamOffensive_ratio,reboundsTotal_ratio,secondChancePointsAttempted_ratio,secondChancePointsMade_ratio,secondChancePointsPercentage_ratio,steals_ratio,threePointersAttempted_ratio,threePointersMade_ratio,threePointersPercentage_ratio,timesTied_ratio,trueShootingAttempts_ratio,trueShootingPercentage_ratio,turnovers_ratio,turnoversTeam_ratio,turnoversTotal_ratio,twoPointersAttempted_ratio,twoPointersMade_ratio,twoPointersPercentage_ratio
-5,1.97916666666667,46,0,14,3,4,1,3,0.380952380952381,2,-0.14995678478824503,-10,-0.12075564884553597,-4,3,-12,-8,-1,0,2,3,0.047619047619048005,0,-22,7,7,-4,-10,7,-5,-0.225730994152047,2,-7,-7,-14,3,0,3,-11,-3,2,0.25974025974025894,-2,-7,-5,-0.07619047619047598,0,2.8800000000000097,-0.12247924327855009,-8,-2,-10,9,-5,-0.191869300911855,0.8148148148148148,2.172839506172841,2.84,0.0,2.5555555555555554,2.5,3.0,1.1666666666666667,2.5,2.142857142857143,1.0224719101123596,0.7383107088989445,0.7727272727272727,0.7557442557442564,0.2,1.1578947368421053,0.52,0.6,0.0,0.0,1.0714285714285714,1.1363636363636365,1.0606060606060608,0.0,0.8225806451612904,1.0546875,2.1666666666666665,0.6923076923076923,0.8214285714285714,1.1842105263157894,0.8214285714285714,0.6936507936507932,1.1818181818181819,0.78125,0.46153846153846156,0.6888888888888889,1.3,1.0,1.375,0.8,0.7857142857142857,1.5,1.9090909090909038,0.7142857142857143,0.8333333333333334,0.6428571428571429,0.7714285714285714,0.0,1.0284247927358865,0.7998452108228594,0.42857142857142855,0.0,0.375,1.1914893617021276,0.8333333333333334,0.6994047619047605
-5,0.8916666666666699,-22,-29,-2,0,-1,-7,-7,-0.29166666666666596,1,0.022034956304618936,2,0.017602996254681036,0,10,3,2,0,1,8,10,0.098176718092567,14,15,36,-16,3,2,-1,1,0.04640151515151503,-15,-1,-8,-9,-2,1,-3,-11,-8,-6,-0.14285714285714302,-6,-1,1,0.029255319148935977,10,4.519999999999996,0.047726048664761045,-6,-1,-7,2,1,0.0017016449234250053,0.8076923076923077,1.5144230769230795,0.4358974358974359,0.2564102564102564,0.8181818181818182,1.0,0.8571428571428571,0.5333333333333333,0.3,0.5625000000000004,1.0112359550561798,1.042632850241545,1.054054054054054,1.0423423423423404,0.9999999999999998,1.588235294117647,1.1875,1.1333333333333333,0.0,4503599627370496.0,1.3478260869565217,1.5,1.1129032258064517,6.305039478318694e+16,1.1339285714285714,1.4285714285714286,0.36,1.1875,1.0625,0.9696969696969697,1.0625,1.0957031249999991,0.4230769230769231,0.975,0.4666666666666667,0.8363636363636363,0.7777777777777778,1.5,0.5714285714285714,0.828125,0.42857142857142855,0.3333333333333333,0.7777777777777773,0.45454545454545453,0.9791666666666666,1.0555555555555556,1.078014184397162,10.999999999999998,1.0456012913640031,1.0844751061366267,0.5714285714285714,0.0,0.5333333333333333,1.048780487804878,1.0526315789473684,1.0036719706242325
-1,-0.19523809523809987,5,-15,0,6,4,-9,-8,-0.26923076923076905,3,0.041954022988506035,4,0.027969348659004023,3,3,4,1,0,0,5,-1,-0.18534482758620696,26,10,28,-12,-3,0,2,0,-0.028138528138527907,-4,-5,2,-3,6,1,5,3,3,-1,-0.3055555555555559,-6,-1,3,0.09682539682539698,15,5.200000000000003,0.017276350264476048,1,0,1,4,1,-0.023172905525847054,0.9629629629629629,0.898765432098763,1.2272727272727273,0.4230769230769231,1.0,4.0,2.3333333333333335,0.3076923076923077,0.2,0.6499999999999999,1.0344827586206897,1.0730000000000002,1.0930232558139534,1.0565891472868216,3.999999999999999,1.15,1.25,1.0666666666666667,0.0,0.0,1.2083333333333333,0.9523809523809523,0.7881773399014775,1.170935903116329e+17,1.0826446280991735,1.2666666666666666,0.4,0.8695652173913043,1.0,1.0476190476190477,1.0,0.9545454545454546,0.8,0.8529411764705882,1.1818181818181819,0.9333333333333333,2.5,1.5,3.5,1.0612244897959184,1.3333333333333333,0.875,0.6562499999999994,0.3333333333333333,0.9722222222222222,1.2142857142857142,1.2489795918367343,6.755399441055744e+16,1.05330053300533,1.0278591856496242,1.0714285714285714,0.0,1.0714285714285714,1.0784313725490196,1.0344827586206897,0.9592476489028203
-1,-0.6324786324786402,-17,-20,-3,-1,-7,-9,-7,-0.14705882352941202,1,0.015730337078652012,3,0.027965043695380942,2,0,-2,-4,0,0,-6,-14,-0.4336842105263159,-2,-10,9,-23,3,10,5,5,0.048959608323133064,-5,4,3,7,6,2,4,13,1,-2,-0.211538461538462,-1,0,-2,-0.04878048780487798,-2,-1.6400000000000006,-0.040162667751117986,6,-1,5,1,5,0.09141156462585098,0.9629629629629629,0.6954732510288033,0.6530612244897959,0.48717948717948717,0.7692307692307693,0.8571428571428571,0.2222222222222222,0.47058823529411764,0.36363636363636365,0.7727272727272722,1.0112359550561798,1.026923076923077,1.069767441860465,1.0578811369509042,2.0,1.0,0.9090909090909091,0.8,0.0,0.0,0.76,0.4166666666666667,0.5482456140350874,0.0,0.921875,1.0978260869565217,0.30303030303030304,1.2,1.2272727272727273,1.131578947368421,1.2272727272727273,1.0845665961945021,0.7727272727272727,1.1025641025641026,1.3,1.1428571428571428,1.75,2.0,1.6666666666666667,1.2280701754385965,1.0833333333333333,0.7777777777777778,0.7179487179487171,0.8571428571428571,1.0,0.8888888888888888,0.8888888888888885,0.0,0.9836,0.9372458316388779,1.5454545454545454,0.5,1.3846153846153846,1.0208333333333333,1.2,1.1755102040816334
-5,-0.09821428571429003,22,19,6,1,-5,1,2,0.09999999999999998,1,-0.07334581772783999,-7,-0.08352059925093702,-1,7,6,7,1,0,25,22,0.04292929292929304,-10,10,-3,12,5,-14,-6,-7,-0.08736643620364504,-3,8,-4,4,2,0,2,6,-5,-3,-0.01587301587301504,3,11,2,-0.047798066595058974,-4,12.0,-0.022835221044939957,-3,1,-2,-10,-9,-0.07125777140124301,0.8275862068965517,0.9458128078817709,2.2222222222222223,2.1176470588235294,1.5454545454545454,1.1428571428571428,0.2857142857142857,1.0714285714285714,1.2857142857142858,1.1999999999999995,1.0112359550561798,0.8779854620976116,0.8478260869565217,0.8384057971014477,0.0,1.411764705882353,1.3529411764705883,1.4375,4503599627370496.0,0.0,3.272727272727273,3.4444444444444446,1.052469135802469,0.0,1.0862068965517242,0.97,1.8571428571428572,1.2380952380952381,0.7407407407407407,0.8604651162790697,0.7407407407407407,0.8608608608608613,0.8333333333333334,1.205128205128205,0.6923076923076923,1.0769230769230769,1.4,1.0,1.6666666666666667,1.105263157894737,0.6428571428571429,0.625,0.9722222222222233,1.5,1.2894736842105263,1.1333333333333333,0.8789115646258501,0.0,1.1278772378516624,0.9630541871921174,0.8,1.9999999999999996,0.875,0.803921568627451,0.7096774193548387,0.8827694728560193
10,0.8238095238095298,0,-19,-2,6,6,-2,0,0.101010101010101,3,0.032425500732779944,3,0.018319491939424004,0,0,-9,-9,0,1,1,2,0.041871921182266014,-7,11,21,2,-5,0,3,0,-0.036507936507937044,-6,-3,1,-2,0,0,0,-2,5,-2,-0.22916666666666702,0,6,3,0.02205882352941202,4,3.440000000000012,0.03435182509545298,1,-2,-1,-3,0,0.028321678321677923,1.434782608695652,1.5372670807453463,1.0,0.13636363636363635,0.8333333333333334,2.5,2.5,0.8181818181818182,1.0,1.2222222222222214,1.0337078651685394,1.0641304347826088,1.0769230769230769,1.0418060200668902,1.0,1.0,0.625,0.5714285714285714,0.0,4503599627370496.0,1.0357142857142858,1.0909090909090908,1.0532915360501565,0.2222222222222222,1.0982142857142858,1.1981132075471699,1.1538461538461537,0.782608695652174,1.0,1.0714285714285714,1.0,0.933333333333332,0.7272727272727273,0.9090909090909091,1.0625,0.9591836734693877,1.0,0.9999999999999998,1.0,0.9655172413793104,1.3125,0.7777777777777778,0.5925925925925918,1.0,1.1764705882352942,1.25,1.0625,2.3333333333333335,1.0339518357678643,1.0621522664048442,1.0769230769230769,0.0,0.9333333333333333,0.9454545454545454,1.0,1.0576923076923064
5,0.9220779220779298,27,28,0,5,-6,0,-2,-0.25,0,0.05263157894736803,6,0.06315789473684202,-2,-1,-7,-5,-2,0,-5,-2,0.06902356902356899,-3,8,-39,-7,-1,10,-1,5,0.122705314009661,-5,17,-2,15,-10,-1,-9,5,-1,-1,-0.03205128205128194,-6,5,-2,-0.102316602316603,-7,-2.1999999999999886,0.05059974624690311,-3,0,-3,-5,8,0.19648666232921297,1.2083333333333333,1.5378787878787936,2.35,4.111111111111111,1.0,3.5,0.14285714285714285,1.0,0.7142857142857143,0.7142857142857141,1.0,1.0934579439252325,1.1333333333333333,1.1333333333333326,0.0,0.9444444444444444,0.631578947368421,0.7058823529411765,0.0,0.0,0.8148148148148148,0.8947368421052632,1.0980861244019136,0.0,1.0634920634920635,0.7214285714285714,0.6111111111111112,0.9545454545454546,1.2083333333333333,0.9782608695652174,1.2083333333333333,1.235185185185183,0.7727272727272727,1.6296296296296295,0.8666666666666667,1.3571428571428572,0.2857142857142857,0.5,0.25,1.0892857142857142,0.9230769230769231,0.875,0.9479166666666665,0.5,1.135135135135135,0.8823529411764706,0.7773109243697462,0.125,0.9794161676646708,1.0858428710931585,0.7692307692307693,0.9999999999999998,0.7857142857142857,0.9137931034482759,1.2857142857142858,1.4070080862533692
7,0.4375,2,17,1,2,0,-8,-4,-0.038095238095238015,2,0.10848308668076106,5,0.04677589852008501,2,-5,-13,-15,-1,0,-9,-9,-0.04655172413793096,4,12,1,-8,-15,-6,-3,-3,-0.026112185686653966,7,5,7,12,-1,2,-3,11,6,4,0.0,-5,9,11,0.23589743589743595,2,-1.960000000000008,0.07305463783979205,0,0,0,-7,-6,-0.04081632653061207,1.3181818181818181,1.318181818181818,1.0909090909090908,6.666666666666667,1.0909090909090908,1.5,1.0,0.4666666666666667,0.42857142857142855,0.9183673469387753,1.0232558139534884,1.227549889135254,1.131578947368421,1.1058612440191393,2.9999999999999996,0.75,0.5666666666666667,0.4827586206896552,0.0,0.0,0.6896551724137931,0.6538461538461539,0.9480769230769229,2.3333333333333335,1.1111111111111112,1.0085470085470085,0.4666666666666667,0.21052631578947367,0.896551724137931,0.9361702127659575,0.896551724137931,0.9576802507836985,1.5,1.1470588235294117,2.1666666666666665,1.3,0.875,2.9999999999999996,0.5714285714285714,1.2291666666666667,2.0,2.0,0.9999999999999997,0.375,1.3,2.8333333333333335,2.179487179487177,2.0,0.9801539084649655,1.133608815426997,1.0,0.0,1.0,0.875,0.8125,0.9285714285714285
1,0.75,-17,6,3,2,-6,6,2,-0.16666666666666596,17,-0.044961813254496,7,-0.015151515151515027,-4,0,-6,-2,0,0,-5,-3,0.039999999999999925,6,8,-7,2,22,16,8,8,0.06643356643356702,5,1,2,3,-10,-5,-5,-7,4,3,0.09999999999999998,8,5,-3,-0.12971342383107098,7,14.799999999999997,-0.04843391902215399,-6,0,-6,12,10,0.05416666666666703,1.0416666666666667,1.562500000000001,0.5277777777777778,4.0,1.4285714285714286,2.0,0.4,2.0,1.5,0.7500000000000006,1.2073170731707317,0.9231902356902356,1.170731707317073,0.9696969696969695,0.0,1.0,0.7142857142857143,0.8823529411764706,0.0,0.0,0.8333333333333334,0.875,1.0499999999999996,3.0,1.0666666666666667,0.9457364341085271,1.1666666666666667,5.4,1.32,1.1818181818181819,1.32,1.1169230769230776,1.4166666666666667,1.032258064516129,1.2222222222222223,1.075,0.2857142857142857,0.0,0.4444444444444444,0.8703703703703703,1.4,1.75,1.2499999999999993,5.0,1.1470588235294117,0.7857142857142857,0.6849816849816844,4.5,1.1554621848739495,0.9231515151515153,0.6666666666666666,0.0,0.6666666666666666,1.25,1.3703703703703705,1.0962962962962965
4,1.625,-14,2,3,3,-3,-3,-3,-0.07211538461538503,-1,-0.010033444816053061,-4,-0.03798375537505905,1,-4,-1,-2,0,1,2,0,-0.05769230769230804,-3,-3,-7,0,5,-14,-18,-7,0.10431034482758594,-2,-1,4,3,-4,1,-5,-1,-1,0,0.04545454545454497,1,16,5,0.0018315018315019915,3,-0.12000000000000455,-0.013793786429743049,-3,-1,-4,-17,-9,0.03710575139146599,1.1481481481481481,1.7222222222222223,0.5625,1.125,1.3333333333333333,1.75,0.25,0.8125,0.7272727272727273,0.8951048951048942,0.9891304347826086,0.9829059829059833,0.92,0.930109890109891,1.9999999999999996,0.8260869565217391,0.9444444444444444,0.8823529411764706,0.0,4503599627370496.0,1.0769230769230769,1.0,0.9285714285714279,0.5714285714285714,0.9767441860465116,0.9426229508196722,1.0,1.3571428571428572,0.8055555555555556,0.6896551724137931,0.8055555555555556,1.1680555555555547,0.8666666666666667,0.9705882352941176,1.5714285714285714,1.0731707317073171,0.6,4503599627370496.0,0.5,0.9803921568627451,0.9166666666666666,1.0,1.0909090909090895,1.1428571428571428,1.6153846153846154,1.625,1.0059523809523807,2.5,0.9988399071925753,0.9778786159954629,0.7272727272727273,0.0,0.6666666666666666,0.7424242424242424,0.7857142857142857,1.0583090379008748
16,1.7545454545454497,34,38,2,3,2,-6,1,0.2875,1,0.16500800732097898,8,0.080416380690918,-3,2,-3,0,0,0,7,2,-0.16666666666666596,2,34,-22,10,-3,-2,-14,-1,0.15103338632750396,5,6,4,10,6,-1,7,16,6,1,-0.23750000000000004,-1,24,16,0.16135328562133994,1,4.079999999999998,0.13906331139584005,-2,1,-1,-23,-8,0.085365853658536,1.9411764705882353,2.135294117647052,3.6153846153846154,38.99999999999999,1.1818181818181819,2.5,2.0,0.625,1.2,1.9199999999999986,1.010752688172043,1.3372691138648576,1.1951219512195121,1.1824078879086672,0.25,1.0909090909090908,0.8636363636363636,1.0,0.0,0.0,1.3333333333333333,1.1,0.8250000000000005,2.0,1.3063063063063063,0.8307692307692308,1.9090909090909092,0.8125,0.9583333333333334,0.7254901960784313,0.9583333333333334,1.3209459459459452,1.2777777777777777,1.2,1.3636363636363635,1.2439024390243902,3.0,0.5,7.999999999999998,1.3636363636363635,1.6,1.125,0.7031249999999998,0.8,1.8275862068965518,2.7777777777777777,1.5199161425576495,1.5,1.039906103286385,1.2561771703983904,0.8181818181818182,4503599627370496.0,0.9090909090909091,0.640625,0.75,1.1707317073170715
11,1.7070707070707103,-7,5,-1,3,-1,-5,2,0.273809523809524,-3,0.14233409610983994,7,0.091189931350115,1,-5,2,1,-1,0,-1,0,0.03333333333333399,7,23,17,9,0,-4,-13,-2,0.11538461538461497,4,-6,2,-4,-8,-3,-5,-12,-1,1,0.09523809523809601,-2,9,9,0.12987012987013008,8,-3.4399999999999977,0.131273364142113,-2,0,-2,-12,-2,0.07999999999999996,1.4583333333333333,1.7824074074074097,0.825,1.2,0.9285714285714286,1.4285714285714286,0.8888888888888888,0.7619047619047619,1.2,1.575,0.968421052631579,1.2677572105036587,1.1590909090909092,1.196887351778657,4503599627370496.0,0.75,1.1333333333333333,1.0666666666666667,0.0,0.0,0.96,1.0,1.0416666666666672,4.5,1.1900826446280992,1.1666666666666667,1.4285714285714286,1.0,0.9230769230769231,0.75,0.9230769230769231,1.2307692307692295,1.2857142857142858,0.8571428571428571,1.1666666666666667,0.9259259259259259,0.3333333333333333,0.25,0.375,0.8181818181818182,0.9333333333333333,1.2,1.2857142857142876,0.75,1.2727272727272727,1.6923076923076923,1.3296703296703294,3.602879701896397e+16,0.9675471698113208,1.2299996132076685,0.8181818181818182,0.0,0.8181818181818182,0.8064516129032258,0.9354838709677419,1.1599999999999995
7,2.1875,-11,5,-1,-1,2,5,1,-0.13636363636363602,26,-0.04724880382775093,5,-0.06499202551834093,-1,-2,-3,-2,0,-1,-6,-5,0.012787723785167016,-5,12,23,5,7,-6,-5,-3,-0.002645502645502895,9,-4,7,3,3,-1,4,6,9,3,-0.03157894736842104,1,28,7,-0.04022988505747099,-4,23.36,-0.06231743541839796,-7,-1,-8,-2,-2,-0.016009852216748,1.3333333333333333,2.666666666666666,0.7105263157894737,1.4166666666666667,0.9,0.8333333333333334,1.6666666666666667,1.4545454545454546,1.1428571428571428,0.7857142857142858,1.2954545454545454,0.9115341545352744,1.119047619047619,0.8638262322472852,0.5,0.8823529411764706,0.8125,0.8571428571428571,0.0,0.0,0.7391304347826086,0.75,1.0147058823529418,0.5454545454545454,1.105263157894737,1.2110091743119267,1.3571428571428572,2.4,0.9032258064516129,0.9074074074074074,0.9032258064516129,0.9953917050691236,1.9,0.9024390243902439,1.6363636363636365,1.0576923076923077,1.5,0.75,3.0,1.103448275862069,1.9,1.75,0.9210526315789469,1.2,1.9333333333333333,1.7,0.8793103448275863,0.5,1.2380758255197717,0.8927265480131014,0.5333333333333333,0.0,0.5,0.9655172413793104,0.9375,0.9709821428571438
-2,-0.71428571428571,-14,19,-5,6,-2,6,1,-0.275,1,0.03656215005599095,1,0.005599104143336975,1,-5,-3,-4,-2,0,-18,-16,-0.009615384615383915,-5,-8,-47,2,-7,-18,-7,-9,-0.10884353741496589,2,18,-2,16,1,0,1,17,1,0,-0.05303030303030298,-3,1,6,0.15793650793650799,-3,-6.920000000000002,3.465554239101554e-05,4,0,4,0,-5,-0.08474576271186396,0.9,0.642857142857145,0.6,5.75,0.6153846153846154,2.5,0.6666666666666666,1.6,1.1111111111111112,0.6944444444444443,1.0106382978723405,1.0694311536416794,1.0227272727272727,1.0119617224880375,1.9999999999999996,0.7619047619047619,0.8636363636363636,0.8095238095238095,0.3333333333333333,0.0,0.3076923076923077,0.30434782608695654,0.9891304347826092,0.16666666666666666,0.9344262295081968,0.6736111111111112,1.0952380952380953,0.46153846153846156,0.7096774193548387,0.8571428571428571,0.7096774193548387,0.8279569892473118,1.1333333333333333,1.6666666666666667,0.8333333333333334,1.4102564102564104,1.2,0.9999999999999998,1.25,1.3863636363636365,1.0909090909090908,1.0,0.9166666666666664,0.5714285714285714,1.0285714285714285,1.5454545454545454,1.5025252525252522,0.4,0.9343702579666161,1.000059902957208,1.4,0.0,1.4,1.0,0.8484848484848485,0.848484848484849
3,0.27272727272727026,12,5,0,2,-1,5,2,-0.19696969696969802,10,-0.08165429480381803,-1,-0.07582184517497292,1,5,2,1,-1,-1,-8,-10,-0.15714285714285703,-3,-11,-11,7,6,-4,-7,-2,0.06633906633906705,-2,-4,0,-4,7,1,6,3,2,-2,-0.412698412698413,5,13,1,-0.15763546798029499,-6,6.480000000000004,-0.10193263055858504,-1,1,0,-3,-2,-0.0037735849056600435,1.1071428571428572,1.1071428571428559,1.3428571428571427,1.25,1.0,1.4,0.6666666666666666,1.8333333333333333,1.4,0.7636363636363623,1.1219512195121952,0.883553875236294,0.9795918367346939,0.8731144631765756,1.5,1.2941176470588236,1.1,1.0555555555555556,0.0,0.0,0.7142857142857143,0.5833333333333334,0.8166666666666665,0.625,0.920863309352518,0.9098360655737705,1.6363636363636365,1.3,0.9285714285714286,0.8409090909090909,0.9285714285714286,1.1042471042471051,0.8823529411764706,0.8620689655172413,1.0,0.8947368421052632,3.3333333333333335,1.5,6.999999999999998,1.0731707317073171,1.2857142857142858,0.6666666666666666,0.5185185185185179,1.5555555555555556,1.4482758620689655,1.0588235294117647,0.7310924369747905,0.25,1.0687022900763359,0.8616649537512842,0.9090909090909091,4503599627370496.0,1.0,0.9433962264150944,0.9375,0.9937500000000001
1,-0.21678321678322,-4,4,-7,4,-3,-6,-2,0.2545454545454551,-9,0.09831038798498198,2,0.06971214017521798,-2,-9,-6,-4,0,1,-12,-5,0.16249999999999998,-6,3,-10,4,2,-2,-5,-1,0.053243574051407117,-5,-1,-1,-2,-9,-3,-6,-11,-5,-2,0.05392156862745101,-3,-3,4,0.13034188034188,-5,-14.280000000000001,0.09557596915496602,5,-3,2,-6,-2,0.030426716141002008,1.0476190476190477,0.8864468864468847,0.8333333333333334,1.4,0.5,2.0,0.25,0.45454545454545453,0.6666666666666666,1.4666666666666675,0.9042553191489362,1.203102779573369,1.048780487804878,1.1598278335724501,0.0,0.6666666666666666,0.7142857142857143,0.7894736842105263,0.0,4503599627370496.0,0.625,0.7727272727272727,1.2363636363636359,0.0,1.0265486725663717,0.9145299145299145,1.2857142857142858,1.105263157894737,0.9615384615384616,0.8837209302325582,0.9615384615384616,1.088056680161942,0.7619047619047619,0.96875,0.9285714285714286,0.9565217391304348,0.18181818181818182,0.25,0.14285714285714285,0.8070175438596491,0.7058823529411765,0.7777777777777778,1.1018518518518514,0.7,0.9230769230769231,1.4444444444444444,1.564814814814811,0.16666666666666666,0.8678756476683938,1.1828292167481187,1.625,0.0,1.1818181818181819,0.8909090909090909,0.9375,1.0522959183673468
-13,-0.8666666666666698,-28,0,4,6,4,-2,-3,-0.212121212121212,-2,-0.14396456256921297,-14,-0.15227021040974598,-2,-3,-9,-7,-1,0,3,11,0.34782608695652195,4,-16,-17,-5,2,-22,-12,-11,-0.10511363636363602,-2,5,-2,3,0,0,0,3,0,-1,-0.08333333333333298,4,15,1,-0.17711598746081497,-9,-0.6800000000000068,-0.07878179657378603,-2,2,0,-17,-15,-0.11403508771929804,0.6388888888888888,0.6388888888888874,0.42857142857142855,1.0,1.5714285714285714,3.0,1.8014398509481984e+16,0.8181818181818182,0.5,0.6111111111111107,0.9767441860465116,0.7953561589925233,0.7307692307692307,0.7481684981684968,0.3333333333333333,0.8571428571428571,0.5909090909090909,0.631578947368421,0.0,0.0,1.1304347826086956,1.7333333333333334,1.5333333333333332,1.8,0.8823529411764706,0.8692307692307693,0.6428571428571429,1.1176470588235294,0.6071428571428571,0.7272727272727273,0.6071428571428571,0.8348214285714287,0.8666666666666667,1.1785714285714286,0.8571428571428571,1.0714285714285714,1.0,1.0,1.0,1.06,1.0,0.8333333333333334,0.8333333333333337,1.8,1.5172413793103448,1.0588235294117647,0.6978609625668447,0.4375,0.9929255097794423,0.8886396134312893,0.8666666666666667,9007199254740992.0,1.0,0.7017543859649122,0.5714285714285714,0.8142857142857143
-4,1.0,-17,16,1,2,-2,-2,0,0.15000000000000002,3,0.046640859140858915,4,0.02747252747252804,-1,1,-1,0,2,-1,-6,-2,0.11640211640211595,0,10,-10,-2,7,2,-4,1,0.08527131782945696,-8,-6,-4,-10,-7,0,-7,-17,-3,-3,-0.08333333333333404,4,10,4,-0.0011500862564690073,0,0.35999999999999943,0.047668934565052945,-6,0,-6,-7,0,0.09046345811051704,0.8571428571428571,1.5,0.5853658536585366,5.0,1.1111111111111112,1.6666666666666667,0.6,0.8,1.0,1.2499999999999996,1.0340909090909092,1.0796970020270982,1.0909090909090908,1.0549450549450556,0.0,1.0526315789473684,0.95,1.0,9007199254740992.0,0.0,0.7777777777777778,0.9,1.1571428571428561,1.0,1.08130081300813,0.924812030075188,0.8666666666666667,2.0,1.04,0.9069767441860465,1.04,1.1466666666666656,0.6190476190476191,0.8125,0.6666666666666666,0.7727272727272727,0.46153846153846156,1.0,0.36363636363636365,0.7017543859649122,0.75,0.6666666666666666,0.8888888888888877,2.0,1.2702702702702702,1.2666666666666666,0.9971631205673759,1.0,1.0036043251902282,1.0774174501521538,0.5384615384615384,0.9999999999999998,0.5714285714285714,0.8627450980392157,1.0,1.159090909090909
0,-0.08823529411765008,-11,5,3,5,-2,4,0,-0.26666666666666594,10,0.0015997156061140494,3,-0.02002606943950702,4,-8,2,-2,0,0,-21,-21,-0.21212121212121304,1,-10,-24,-1,-7,-4,-10,-2,0.08080808080808,1,19,1,20,1,0,1,21,3,1,-0.06493506493506496,-3,18,5,-0.011664899257688988,5,0.7600000000000051,-0.05335020323079809,1,0,1,-8,-2,0.044642857142856984,1.0,0.9444444444444425,0.65625,2.25,1.3333333333333333,2.25,0.6666666666666666,1.6666666666666667,1.0,0.6000000000000004,1.1149425287356323,1.0029930162953098,1.069767441860465,0.9594821385758807,1.8014398509481984e+16,0.6521739130434783,1.1176470588235294,0.8823529411764706,0.0,0.0,0.36363636363636365,0.27586206896551724,0.7586206896551713,1.0666666666666667,0.9180327868852459,0.8356164383561644,0.9090909090909091,0.5882352941176471,0.9333333333333333,0.8148148148148148,0.9333333333333333,1.1454545454545435,1.0526315789473684,1.7916666666666667,1.0833333333333333,1.5555555555555556,1.1111111111111112,1.0,1.1428571428571428,1.4666666666666666,1.2727272727272727,1.1428571428571428,0.8979591836734689,0.625,1.7826086956521738,1.7142857142857142,0.9616724738675927,1.5,1.0074862096138693,0.9112112683280224,1.0625,0.9999999999999998,1.0588235294117647,0.875,0.9444444444444444,1.0793650793650786
